UT,MJD,C/2017 K2 X,C/2017 K2 Y,C/2017 K2 Z
50893,1998-03-21 0:00:00,-1.652,8.81,45.201
50894,1998-03-22 0:00:00,-1.652,8.808,45.197
50895,1998-03-23 0:00:00,-1.652,8.807,45.194
50896,1998-03-24 0:00:00,-1.652,8.806,45.191
50897,1998-03-25 0:00:00,-1.652,8.804,45.187
50898,1998-03-26 0:00:00,-1.652,8.803,45.184
50899,1998-03-27 0:00:00,-1.652,8.802,45.181
50900,1998-03-28 0:00:00,-1.651,8.8,45.177
50901,1998-03-29 0:00:00,-1.651,8.799,45.174
50902,1998-03-30 0:00:00,-1.651,8.798,45.171
50903,1998-03-31 0:00:00,-1.651,8.796,45.167
50904,1998-04-01 0:00:00,-1.651,8.795,45.164
50905,1998-04-02 0:00:00,-1.651,8.793,45.161
50906,1998-04-03 0:00:00,-1.651,8.792,45.157
50907,1998-04-04 0:00:00,-1.651,8.791,45.154
50908,1998-04-05 0:00:00,-1.651,8.789,45.151
50909,1998-04-06 0:00:00,-1.651,8.788,45.147
50910,1998-04-07 0:00:00,-1.65,8.787,45.144
50911,1998-04-08 0:00:00,-1.65,8.785,45.141
50912,1998-04-09 0:00:00,-1.65,8.784,45.137
50913,1998-04-10 0:00:00,-1.65,8.782,45.134
50914,1998-04-11 0:00:00,-1.65,8.781,45.131
50915,1998-04-12 0:00:00,-1.65,8.78,45.128
50916,1998-04-13 0:00:00,-1.65,8.778,45.124
50917,1998-04-14 0:00:00,-1.65,8.777,45.121
50918,1998-04-15 0:00:00,-1.65,8.776,45.118
50919,1998-04-16 0:00:00,-1.65,8.774,45.114
50920,1998-04-17 0:00:00,-1.649,8.773,45.111
50921,1998-04-18 0:00:00,-1.649,8.771,45.108
50922,1998-04-19 0:00:00,-1.649,8.77,45.104
50923,1998-04-20 0:00:00,-1.649,8.769,45.101
50924,1998-04-21 0:00:00,-1.649,8.767,45.098
50925,1998-04-22 0:00:00,-1.649,8.766,45.094
50926,1998-04-23 0:00:00,-1.649,8.765,45.091
50927,1998-04-24 0:00:00,-1.649,8.763,45.088
50928,1998-04-25 0:00:00,-1.649,8.762,45.084
50929,1998-04-26 0:00:00,-1.649,8.761,45.081
50930,1998-04-27 0:00:00,-1.648,8.759,45.078
50931,1998-04-28 0:00:00,-1.648,8.758,45.074
50932,1998-04-29 0:00:00,-1.648,8.756,45.071
50933,1998-04-30 0:00:00,-1.648,8.755,45.068
50934,1998-05-01 0:00:00,-1.648,8.754,45.064
50935,1998-05-02 0:00:00,-1.648,8.752,45.061
50936,1998-05-03 0:00:00,-1.648,8.751,45.058
50937,1998-05-04 0:00:00,-1.648,8.75,45.054
50938,1998-05-05 0:00:00,-1.648,8.748,45.051
50939,1998-05-06 0:00:00,-1.648,8.747,45.048
50940,1998-05-07 0:00:00,-1.647,8.745,45.044
50941,1998-05-08 0:00:00,-1.647,8.744,45.041
50942,1998-05-09 0:00:00,-1.647,8.743,45.038
50943,1998-05-10 0:00:00,-1.647,8.741,45.034
50944,1998-05-11 0:00:00,-1.647,8.74,45.031
50945,1998-05-12 0:00:00,-1.647,8.739,45.028
50946,1998-05-13 0:00:00,-1.647,8.737,45.024
50947,1998-05-14 0:00:00,-1.647,8.736,45.021
50948,1998-05-15 0:00:00,-1.647,8.735,45.018
50949,1998-05-16 0:00:00,-1.647,8.733,45.014
50950,1998-05-17 0:00:00,-1.646,8.732,45.011
50951,1998-05-18 0:00:00,-1.646,8.73,45.008
50952,1998-05-19 0:00:00,-1.646,8.729,45.004
50953,1998-05-20 0:00:00,-1.646,8.728,45.001
50954,1998-05-21 0:00:00,-1.646,8.726,44.998
50955,1998-05-22 0:00:00,-1.646,8.725,44.994
50956,1998-05-23 0:00:00,-1.646,8.724,44.991
50957,1998-05-24 0:00:00,-1.646,8.722,44.988
50958,1998-05-25 0:00:00,-1.646,8.721,44.984
50959,1998-05-26 0:00:00,-1.646,8.719,44.981
50960,1998-05-27 0:00:00,-1.645,8.718,44.978
50961,1998-05-28 0:00:00,-1.645,8.717,44.974
50962,1998-05-29 0:00:00,-1.645,8.715,44.971
50963,1998-05-30 0:00:00,-1.645,8.714,44.968
50964,1998-05-31 0:00:00,-1.645,8.713,44.964
50965,1998-06-01 0:00:00,-1.645,8.711,44.961
50966,1998-06-02 0:00:00,-1.645,8.71,44.958
50967,1998-06-03 0:00:00,-1.645,8.708,44.954
50968,1998-06-04 0:00:00,-1.645,8.707,44.951
50969,1998-06-05 0:00:00,-1.645,8.706,44.948
50970,1998-06-06 0:00:00,-1.644,8.704,44.944
50971,1998-06-07 0:00:00,-1.644,8.703,44.941
50972,1998-06-08 0:00:00,-1.644,8.702,44.938
50973,1998-06-09 0:00:00,-1.644,8.7,44.934
50974,1998-06-10 0:00:00,-1.644,8.699,44.931
50975,1998-06-11 0:00:00,-1.644,8.698,44.928
50976,1998-06-12 0:00:00,-1.644,8.696,44.924
50977,1998-06-13 0:00:00,-1.644,8.695,44.921
50978,1998-06-14 0:00:00,-1.644,8.693,44.918
50979,1998-06-15 0:00:00,-1.644,8.692,44.914
50980,1998-06-16 0:00:00,-1.643,8.691,44.911
50981,1998-06-17 0:00:00,-1.643,8.689,44.908
50982,1998-06-18 0:00:00,-1.643,8.688,44.904
50983,1998-06-19 0:00:00,-1.643,8.687,44.901
50984,1998-06-20 0:00:00,-1.643,8.685,44.898
50985,1998-06-21 0:00:00,-1.643,8.684,44.894
50986,1998-06-22 0:00:00,-1.643,8.682,44.891
50987,1998-06-23 0:00:00,-1.643,8.681,44.888
50988,1998-06-24 0:00:00,-1.643,8.68,44.884
50989,1998-06-25 0:00:00,-1.643,8.678,44.881
50990,1998-06-26 0:00:00,-1.642,8.677,44.878
50991,1998-06-27 0:00:00,-1.642,8.676,44.874
50992,1998-06-28 0:00:00,-1.642,8.674,44.871
50993,1998-06-29 0:00:00,-1.642,8.673,44.868
50994,1998-06-30 0:00:00,-1.642,8.671,44.864
50995,1998-07-01 0:00:00,-1.642,8.67,44.861
50996,1998-07-02 0:00:00,-1.642,8.669,44.858
50997,1998-07-03 0:00:00,-1.642,8.667,44.854
50998,1998-07-04 0:00:00,-1.642,8.666,44.851
50999,1998-07-05 0:00:00,-1.642,8.665,44.848
51000,1998-07-06 0:00:00,-1.641,8.663,44.844
51001,1998-07-07 0:00:00,-1.641,8.662,44.841
51002,1998-07-08 0:00:00,-1.641,8.661,44.838
51003,1998-07-09 0:00:00,-1.641,8.659,44.834
51004,1998-07-10 0:00:00,-1.641,8.658,44.831
51005,1998-07-11 0:00:00,-1.641,8.656,44.828
51006,1998-07-12 0:00:00,-1.641,8.655,44.824
51007,1998-07-13 0:00:00,-1.641,8.654,44.821
51008,1998-07-14 0:00:00,-1.641,8.652,44.818
51009,1998-07-15 0:00:00,-1.641,8.651,44.814
51010,1998-07-16 0:00:00,-1.64,8.65,44.811
51011,1998-07-17 0:00:00,-1.64,8.648,44.807
51012,1998-07-18 0:00:00,-1.64,8.647,44.804
51013,1998-07-19 0:00:00,-1.64,8.645,44.801
51014,1998-07-20 0:00:00,-1.64,8.644,44.797
51015,1998-07-21 0:00:00,-1.64,8.643,44.794
51016,1998-07-22 0:00:00,-1.64,8.641,44.791
51017,1998-07-23 0:00:00,-1.64,8.64,44.787
51018,1998-07-24 0:00:00,-1.64,8.639,44.784
51019,1998-07-25 0:00:00,-1.64,8.637,44.781
51020,1998-07-26 0:00:00,-1.639,8.636,44.777
51021,1998-07-27 0:00:00,-1.639,8.634,44.774
51022,1998-07-28 0:00:00,-1.639,8.633,44.771
51023,1998-07-29 0:00:00,-1.639,8.632,44.767
51024,1998-07-30 0:00:00,-1.639,8.63,44.764
51025,1998-07-31 0:00:00,-1.639,8.629,44.761
51026,1998-08-01 0:00:00,-1.639,8.628,44.757
51027,1998-08-02 0:00:00,-1.639,8.626,44.754
51028,1998-08-03 0:00:00,-1.639,8.625,44.751
51029,1998-08-04 0:00:00,-1.639,8.623,44.747
51030,1998-08-05 0:00:00,-1.638,8.622,44.744
51031,1998-08-06 0:00:00,-1.638,8.621,44.741
51032,1998-08-07 0:00:00,-1.638,8.619,44.737
51033,1998-08-08 0:00:00,-1.638,8.618,44.734
51034,1998-08-09 0:00:00,-1.638,8.617,44.731
51035,1998-08-10 0:00:00,-1.638,8.615,44.727
51036,1998-08-11 0:00:00,-1.638,8.614,44.724
51037,1998-08-12 0:00:00,-1.638,8.612,44.721
51038,1998-08-13 0:00:00,-1.638,8.611,44.717
51039,1998-08-14 0:00:00,-1.638,8.61,44.714
51040,1998-08-15 0:00:00,-1.637,8.608,44.711
51041,1998-08-16 0:00:00,-1.637,8.607,44.707
51042,1998-08-17 0:00:00,-1.637,8.606,44.704
51043,1998-08-18 0:00:00,-1.637,8.604,44.701
51044,1998-08-19 0:00:00,-1.637,8.603,44.697
51045,1998-08-20 0:00:00,-1.637,8.602,44.694
51046,1998-08-21 0:00:00,-1.637,8.6,44.691
51047,1998-08-22 0:00:00,-1.637,8.599,44.687
51048,1998-08-23 0:00:00,-1.637,8.597,44.684
51049,1998-08-24 0:00:00,-1.637,8.596,44.68
51050,1998-08-25 0:00:00,-1.636,8.595,44.677
51051,1998-08-26 0:00:00,-1.636,8.593,44.674
51052,1998-08-27 0:00:00,-1.636,8.592,44.67
51053,1998-08-28 0:00:00,-1.636,8.591,44.667
51054,1998-08-29 0:00:00,-1.636,8.589,44.664
51055,1998-08-30 0:00:00,-1.636,8.588,44.66
51056,1998-08-31 0:00:00,-1.636,8.586,44.657
51057,1998-09-01 0:00:00,-1.636,8.585,44.654
51058,1998-09-02 0:00:00,-1.636,8.584,44.65
51059,1998-09-03 0:00:00,-1.636,8.582,44.647
51060,1998-09-04 0:00:00,-1.635,8.581,44.644
51061,1998-09-05 0:00:00,-1.635,8.58,44.64
51062,1998-09-06 0:00:00,-1.635,8.578,44.637
51063,1998-09-07 0:00:00,-1.635,8.577,44.634
51064,1998-09-08 0:00:00,-1.635,8.575,44.63
51065,1998-09-09 0:00:00,-1.635,8.574,44.627
51066,1998-09-10 0:00:00,-1.635,8.573,44.624
51067,1998-09-11 0:00:00,-1.635,8.571,44.62
51068,1998-09-12 0:00:00,-1.635,8.57,44.617
51069,1998-09-13 0:00:00,-1.635,8.569,44.614
51070,1998-09-14 0:00:00,-1.634,8.567,44.61
51071,1998-09-15 0:00:00,-1.634,8.566,44.607
51072,1998-09-16 0:00:00,-1.634,8.564,44.603
51073,1998-09-17 0:00:00,-1.634,8.563,44.6
51074,1998-09-18 0:00:00,-1.634,8.562,44.597
51075,1998-09-19 0:00:00,-1.634,8.56,44.593
51076,1998-09-20 0:00:00,-1.634,8.559,44.59
51077,1998-09-21 0:00:00,-1.634,8.558,44.587
51078,1998-09-22 0:00:00,-1.634,8.556,44.583
51079,1998-09-23 0:00:00,-1.634,8.555,44.58
51080,1998-09-24 0:00:00,-1.633,8.553,44.577
51081,1998-09-25 0:00:00,-1.633,8.552,44.573
51082,1998-09-26 0:00:00,-1.633,8.551,44.57
51083,1998-09-27 0:00:00,-1.633,8.549,44.567
51084,1998-09-28 0:00:00,-1.633,8.548,44.563
51085,1998-09-29 0:00:00,-1.633,8.547,44.56
51086,1998-09-30 0:00:00,-1.633,8.545,44.557
51087,1998-10-01 0:00:00,-1.633,8.544,44.553
51088,1998-10-02 0:00:00,-1.633,8.542,44.55
51089,1998-10-03 0:00:00,-1.633,8.541,44.547
51090,1998-10-04 0:00:00,-1.632,8.54,44.543
51091,1998-10-05 0:00:00,-1.632,8.538,44.54
51092,1998-10-06 0:00:00,-1.632,8.537,44.536
51093,1998-10-07 0:00:00,-1.632,8.536,44.533
51094,1998-10-08 0:00:00,-1.632,8.534,44.53
51095,1998-10-09 0:00:00,-1.632,8.533,44.526
51096,1998-10-10 0:00:00,-1.632,8.531,44.523
51097,1998-10-11 0:00:00,-1.632,8.53,44.52
51098,1998-10-12 0:00:00,-1.632,8.529,44.516
51099,1998-10-13 0:00:00,-1.632,8.527,44.513
51100,1998-10-14 0:00:00,-1.631,8.526,44.51
51101,1998-10-15 0:00:00,-1.631,8.525,44.506
51102,1998-10-16 0:00:00,-1.631,8.523,44.503
51103,1998-10-17 0:00:00,-1.631,8.522,44.5
51104,1998-10-18 0:00:00,-1.631,8.52,44.496
51105,1998-10-19 0:00:00,-1.631,8.519,44.493
51106,1998-10-20 0:00:00,-1.631,8.518,44.49
51107,1998-10-21 0:00:00,-1.631,8.516,44.486
51108,1998-10-22 0:00:00,-1.631,8.515,44.483
51109,1998-10-23 0:00:00,-1.631,8.514,44.479
51110,1998-10-24 0:00:00,-1.63,8.512,44.476
51111,1998-10-25 0:00:00,-1.63,8.511,44.473
51112,1998-10-26 0:00:00,-1.63,8.509,44.469
51113,1998-10-27 0:00:00,-1.63,8.508,44.466
51114,1998-10-28 0:00:00,-1.63,8.507,44.463
51115,1998-10-29 0:00:00,-1.63,8.505,44.459
51116,1998-10-30 0:00:00,-1.63,8.504,44.456
51117,1998-10-31 0:00:00,-1.63,8.503,44.453
51118,1998-11-01 0:00:00,-1.63,8.501,44.449
51119,1998-11-02 0:00:00,-1.63,8.5,44.446
51120,1998-11-03 0:00:00,-1.629,8.499,44.443
51121,1998-11-04 0:00:00,-1.629,8.497,44.439
51122,1998-11-05 0:00:00,-1.629,8.496,44.436
51123,1998-11-06 0:00:00,-1.629,8.494,44.433
51124,1998-11-07 0:00:00,-1.629,8.493,44.429
51125,1998-11-08 0:00:00,-1.629,8.492,44.426
51126,1998-11-09 0:00:00,-1.629,8.49,44.422
51127,1998-11-10 0:00:00,-1.629,8.489,44.419
51128,1998-11-11 0:00:00,-1.629,8.488,44.416
51129,1998-11-12 0:00:00,-1.629,8.486,44.412
51130,1998-11-13 0:00:00,-1.628,8.485,44.409
51131,1998-11-14 0:00:00,-1.628,8.483,44.406
51132,1998-11-15 0:00:00,-1.628,8.482,44.402
51133,1998-11-16 0:00:00,-1.628,8.481,44.399
51134,1998-11-17 0:00:00,-1.628,8.479,44.396
51135,1998-11-18 0:00:00,-1.628,8.478,44.392
51136,1998-11-19 0:00:00,-1.628,8.477,44.389
51137,1998-11-20 0:00:00,-1.628,8.475,44.386
51138,1998-11-21 0:00:00,-1.628,8.474,44.382
51139,1998-11-22 0:00:00,-1.628,8.472,44.379
51140,1998-11-23 0:00:00,-1.627,8.471,44.375
51141,1998-11-24 0:00:00,-1.627,8.47,44.372
51142,1998-11-25 0:00:00,-1.627,8.468,44.369
51143,1998-11-26 0:00:00,-1.627,8.467,44.365
51144,1998-11-27 0:00:00,-1.627,8.466,44.362
51145,1998-11-28 0:00:00,-1.627,8.464,44.359
51146,1998-11-29 0:00:00,-1.627,8.463,44.355
51147,1998-11-30 0:00:00,-1.627,8.461,44.352
51148,1998-12-01 0:00:00,-1.627,8.46,44.349
51149,1998-12-02 0:00:00,-1.627,8.459,44.345
51150,1998-12-03 0:00:00,-1.626,8.457,44.342
51151,1998-12-04 0:00:00,-1.626,8.456,44.339
51152,1998-12-05 0:00:00,-1.626,8.455,44.335
51153,1998-12-06 0:00:00,-1.626,8.453,44.332
51154,1998-12-07 0:00:00,-1.626,8.452,44.328
51155,1998-12-08 0:00:00,-1.626,8.45,44.325
51156,1998-12-09 0:00:00,-1.626,8.449,44.322
51157,1998-12-10 0:00:00,-1.626,8.448,44.318
51158,1998-12-11 0:00:00,-1.626,8.446,44.315
51159,1998-12-12 0:00:00,-1.626,8.445,44.312
51160,1998-12-13 0:00:00,-1.625,8.443,44.308
51161,1998-12-14 0:00:00,-1.625,8.442,44.305
51162,1998-12-15 0:00:00,-1.625,8.441,44.302
51163,1998-12-16 0:00:00,-1.625,8.439,44.298
51164,1998-12-17 0:00:00,-1.625,8.438,44.295
51165,1998-12-18 0:00:00,-1.625,8.437,44.291
51166,1998-12-19 0:00:00,-1.625,8.435,44.288
51167,1998-12-20 0:00:00,-1.625,8.434,44.285
51168,1998-12-21 0:00:00,-1.625,8.432,44.281
51169,1998-12-22 0:00:00,-1.625,8.431,44.278
51170,1998-12-23 0:00:00,-1.624,8.43,44.275
51171,1998-12-24 0:00:00,-1.624,8.428,44.271
51172,1998-12-25 0:00:00,-1.624,8.427,44.268
51173,1998-12-26 0:00:00,-1.624,8.426,44.265
51174,1998-12-27 0:00:00,-1.624,8.424,44.261
51175,1998-12-28 0:00:00,-1.624,8.423,44.258
51176,1998-12-29 0:00:00,-1.624,8.421,44.254
51177,1998-12-30 0:00:00,-1.624,8.42,44.251
51178,1998-12-31 0:00:00,-1.624,8.419,44.248
51179,1999-01-01 0:00:00,-1.624,8.417,44.244
51180,1999-01-02 0:00:00,-1.623,8.416,44.241
51181,1999-01-03 0:00:00,-1.623,8.415,44.238
51182,1999-01-04 0:00:00,-1.623,8.413,44.234
51183,1999-01-05 0:00:00,-1.623,8.412,44.231
51184,1999-01-06 0:00:00,-1.623,8.41,44.228
51185,1999-01-07 0:00:00,-1.623,8.409,44.224
51186,1999-01-08 0:00:00,-1.623,8.408,44.221
51187,1999-01-09 0:00:00,-1.623,8.406,44.217
51188,1999-01-10 0:00:00,-1.623,8.405,44.214
51189,1999-01-11 0:00:00,-1.623,8.404,44.211
51190,1999-01-12 0:00:00,-1.622,8.402,44.207
51191,1999-01-13 0:00:00,-1.622,8.401,44.204
51192,1999-01-14 0:00:00,-1.622,8.399,44.201
51193,1999-01-15 0:00:00,-1.622,8.398,44.197
51194,1999-01-16 0:00:00,-1.622,8.397,44.194
51195,1999-01-17 0:00:00,-1.622,8.395,44.191
51196,1999-01-18 0:00:00,-1.622,8.394,44.187
51197,1999-01-19 0:00:00,-1.622,8.393,44.184
51198,1999-01-20 0:00:00,-1.622,8.391,44.18
51199,1999-01-21 0:00:00,-1.622,8.39,44.177
51200,1999-01-22 0:00:00,-1.621,8.388,44.174
51201,1999-01-23 0:00:00,-1.621,8.387,44.17
51202,1999-01-24 0:00:00,-1.621,8.386,44.167
51203,1999-01-25 0:00:00,-1.621,8.384,44.164
51204,1999-01-26 0:00:00,-1.621,8.383,44.16
51205,1999-01-27 0:00:00,-1.621,8.382,44.157
51206,1999-01-28 0:00:00,-1.621,8.38,44.154
51207,1999-01-29 0:00:00,-1.621,8.379,44.15
51208,1999-01-30 0:00:00,-1.621,8.377,44.147
51209,1999-01-31 0:00:00,-1.621,8.376,44.143
51210,1999-02-01 0:00:00,-1.62,8.375,44.14
51211,1999-02-02 0:00:00,-1.62,8.373,44.137
51212,1999-02-03 0:00:00,-1.62,8.372,44.133
51213,1999-02-04 0:00:00,-1.62,8.371,44.13
51214,1999-02-05 0:00:00,-1.62,8.369,44.127
51215,1999-02-06 0:00:00,-1.62,8.368,44.123
51216,1999-02-07 0:00:00,-1.62,8.366,44.12
51217,1999-02-08 0:00:00,-1.62,8.365,44.116
51218,1999-02-09 0:00:00,-1.62,8.364,44.113
51219,1999-02-10 0:00:00,-1.619,8.362,44.11
51220,1999-02-11 0:00:00,-1.619,8.361,44.106
51221,1999-02-12 0:00:00,-1.619,8.36,44.103
51222,1999-02-13 0:00:00,-1.619,8.358,44.1
51223,1999-02-14 0:00:00,-1.619,8.357,44.096
51224,1999-02-15 0:00:00,-1.619,8.355,44.093
51225,1999-02-16 0:00:00,-1.619,8.354,44.089
51226,1999-02-17 0:00:00,-1.619,8.353,44.086
51227,1999-02-18 0:00:00,-1.619,8.351,44.083
51228,1999-02-19 0:00:00,-1.619,8.35,44.079
51229,1999-02-20 0:00:00,-1.618,8.349,44.076
51230,1999-02-21 0:00:00,-1.618,8.347,44.073
51231,1999-02-22 0:00:00,-1.618,8.346,44.069
51232,1999-02-23 0:00:00,-1.618,8.344,44.066
51233,1999-02-24 0:00:00,-1.618,8.343,44.063
51234,1999-02-25 0:00:00,-1.618,8.342,44.059
51235,1999-02-26 0:00:00,-1.618,8.34,44.056
51236,1999-02-27 0:00:00,-1.618,8.339,44.052
51237,1999-02-28 0:00:00,-1.618,8.337,44.049
51238,1999-03-01 0:00:00,-1.618,8.336,44.046
51239,1999-03-02 0:00:00,-1.617,8.335,44.042
51240,1999-03-03 0:00:00,-1.617,8.333,44.039
51241,1999-03-04 0:00:00,-1.617,8.332,44.036
51242,1999-03-05 0:00:00,-1.617,8.331,44.032
51243,1999-03-06 0:00:00,-1.617,8.329,44.029
51244,1999-03-07 0:00:00,-1.617,8.328,44.025
51245,1999-03-08 0:00:00,-1.617,8.326,44.022
51246,1999-03-09 0:00:00,-1.617,8.325,44.019
51247,1999-03-10 0:00:00,-1.617,8.324,44.015
51248,1999-03-11 0:00:00,-1.617,8.322,44.012
51249,1999-03-12 0:00:00,-1.616,8.321,44.009
51250,1999-03-13 0:00:00,-1.616,8.32,44.005
51251,1999-03-14 0:00:00,-1.616,8.318,44.002
51252,1999-03-15 0:00:00,-1.616,8.317,43.998
51253,1999-03-16 0:00:00,-1.616,8.315,43.995
51254,1999-03-17 0:00:00,-1.616,8.314,43.992
51255,1999-03-18 0:00:00,-1.616,8.313,43.988
51256,1999-03-19 0:00:00,-1.616,8.311,43.985
51257,1999-03-20 0:00:00,-1.616,8.31,43.982
51258,1999-03-21 0:00:00,-1.616,8.309,43.978
51259,1999-03-22 0:00:00,-1.615,8.307,43.975
51260,1999-03-23 0:00:00,-1.615,8.306,43.971
51261,1999-03-24 0:00:00,-1.615,8.304,43.968
51262,1999-03-25 0:00:00,-1.615,8.303,43.965
51263,1999-03-26 0:00:00,-1.615,8.302,43.961
51264,1999-03-27 0:00:00,-1.615,8.3,43.958
51265,1999-03-28 0:00:00,-1.615,8.299,43.955
51266,1999-03-29 0:00:00,-1.615,8.298,43.951
51267,1999-03-30 0:00:00,-1.615,8.296,43.948
51268,1999-03-31 0:00:00,-1.615,8.295,43.944
51269,1999-04-01 0:00:00,-1.614,8.293,43.941
51270,1999-04-02 0:00:00,-1.614,8.292,43.938
51271,1999-04-03 0:00:00,-1.614,8.291,43.934
51272,1999-04-04 0:00:00,-1.614,8.289,43.931
51273,1999-04-05 0:00:00,-1.614,8.288,43.928
51274,1999-04-06 0:00:00,-1.614,8.287,43.924
51275,1999-04-07 0:00:00,-1.614,8.285,43.921
51276,1999-04-08 0:00:00,-1.614,8.284,43.917
51277,1999-04-09 0:00:00,-1.614,8.282,43.914
51278,1999-04-10 0:00:00,-1.614,8.281,43.911
51279,1999-04-11 0:00:00,-1.613,8.28,43.907
51280,1999-04-12 0:00:00,-1.613,8.278,43.904
51281,1999-04-13 0:00:00,-1.613,8.277,43.901
51282,1999-04-14 0:00:00,-1.613,8.275,43.897
51283,1999-04-15 0:00:00,-1.613,8.274,43.894
51284,1999-04-16 0:00:00,-1.613,8.273,43.89
51285,1999-04-17 0:00:00,-1.613,8.271,43.887
51286,1999-04-18 0:00:00,-1.613,8.27,43.884
51287,1999-04-19 0:00:00,-1.613,8.269,43.88
51288,1999-04-20 0:00:00,-1.613,8.267,43.877
51289,1999-04-21 0:00:00,-1.612,8.266,43.873
51290,1999-04-22 0:00:00,-1.612,8.264,43.87
51291,1999-04-23 0:00:00,-1.612,8.263,43.867
51292,1999-04-24 0:00:00,-1.612,8.262,43.863
51293,1999-04-25 0:00:00,-1.612,8.26,43.86
51294,1999-04-26 0:00:00,-1.612,8.259,43.857
51295,1999-04-27 0:00:00,-1.612,8.258,43.853
51296,1999-04-28 0:00:00,-1.612,8.256,43.85
51297,1999-04-29 0:00:00,-1.612,8.255,43.846
51298,1999-04-30 0:00:00,-1.612,8.253,43.843
51299,1999-05-01 0:00:00,-1.611,8.252,43.84
51300,1999-05-02 0:00:00,-1.611,8.251,43.836
51301,1999-05-03 0:00:00,-1.611,8.249,43.833
51302,1999-05-04 0:00:00,-1.611,8.248,43.83
51303,1999-05-05 0:00:00,-1.611,8.247,43.826
51304,1999-05-06 0:00:00,-1.611,8.245,43.823
51305,1999-05-07 0:00:00,-1.611,8.244,43.819
51306,1999-05-08 0:00:00,-1.611,8.242,43.816
51307,1999-05-09 0:00:00,-1.611,8.241,43.813
51308,1999-05-10 0:00:00,-1.61,8.24,43.809
51309,1999-05-11 0:00:00,-1.61,8.238,43.806
51310,1999-05-12 0:00:00,-1.61,8.237,43.802
51311,1999-05-13 0:00:00,-1.61,8.235,43.799
51312,1999-05-14 0:00:00,-1.61,8.234,43.796
51313,1999-05-15 0:00:00,-1.61,8.233,43.792
51314,1999-05-16 0:00:00,-1.61,8.231,43.789
51315,1999-05-17 0:00:00,-1.61,8.23,43.786
51316,1999-05-18 0:00:00,-1.61,8.229,43.782
51317,1999-05-19 0:00:00,-1.61,8.227,43.779
51318,1999-05-20 0:00:00,-1.609,8.226,43.775
51319,1999-05-21 0:00:00,-1.609,8.224,43.772
51320,1999-05-22 0:00:00,-1.609,8.223,43.769
51321,1999-05-23 0:00:00,-1.609,8.222,43.765
51322,1999-05-24 0:00:00,-1.609,8.22,43.762
51323,1999-05-25 0:00:00,-1.609,8.219,43.758
51324,1999-05-26 0:00:00,-1.609,8.218,43.755
51325,1999-05-27 0:00:00,-1.609,8.216,43.752
51326,1999-05-28 0:00:00,-1.609,8.215,43.748
51327,1999-05-29 0:00:00,-1.609,8.213,43.745
51328,1999-05-30 0:00:00,-1.608,8.212,43.742
51329,1999-05-31 0:00:00,-1.608,8.211,43.738
51330,1999-06-01 0:00:00,-1.608,8.209,43.735
51331,1999-06-02 0:00:00,-1.608,8.208,43.731
51332,1999-06-03 0:00:00,-1.608,8.206,43.728
51333,1999-06-04 0:00:00,-1.608,8.205,43.725
51334,1999-06-05 0:00:00,-1.608,8.204,43.721
51335,1999-06-06 0:00:00,-1.608,8.202,43.718
51336,1999-06-07 0:00:00,-1.608,8.201,43.714
51337,1999-06-08 0:00:00,-1.608,8.2,43.711
51338,1999-06-09 0:00:00,-1.607,8.198,43.708
51339,1999-06-10 0:00:00,-1.607,8.197,43.704
51340,1999-06-11 0:00:00,-1.607,8.195,43.701
51341,1999-06-12 0:00:00,-1.607,8.194,43.698
51342,1999-06-13 0:00:00,-1.607,8.193,43.694
51343,1999-06-14 0:00:00,-1.607,8.191,43.691
51344,1999-06-15 0:00:00,-1.607,8.19,43.687
51345,1999-06-16 0:00:00,-1.607,8.189,43.684
51346,1999-06-17 0:00:00,-1.607,8.187,43.681
51347,1999-06-18 0:00:00,-1.607,8.186,43.677
51348,1999-06-19 0:00:00,-1.606,8.184,43.674
51349,1999-06-20 0:00:00,-1.606,8.183,43.67
51350,1999-06-21 0:00:00,-1.606,8.182,43.667
51351,1999-06-22 0:00:00,-1.606,8.18,43.664
51352,1999-06-23 0:00:00,-1.606,8.179,43.66
51353,1999-06-24 0:00:00,-1.606,8.177,43.657
51354,1999-06-25 0:00:00,-1.606,8.176,43.653
51355,1999-06-26 0:00:00,-1.606,8.175,43.65
51356,1999-06-27 0:00:00,-1.606,8.173,43.647
51357,1999-06-28 0:00:00,-1.606,8.172,43.643
51358,1999-06-29 0:00:00,-1.605,8.171,43.64
51359,1999-06-30 0:00:00,-1.605,8.169,43.637
51360,1999-07-01 0:00:00,-1.605,8.168,43.633
51361,1999-07-02 0:00:00,-1.605,8.166,43.63
51362,1999-07-03 0:00:00,-1.605,8.165,43.626
51363,1999-07-04 0:00:00,-1.605,8.164,43.623
51364,1999-07-05 0:00:00,-1.605,8.162,43.62
51365,1999-07-06 0:00:00,-1.605,8.161,43.616
51366,1999-07-07 0:00:00,-1.605,8.16,43.613
51367,1999-07-08 0:00:00,-1.604,8.158,43.609
51368,1999-07-09 0:00:00,-1.604,8.157,43.606
51369,1999-07-10 0:00:00,-1.604,8.155,43.603
51370,1999-07-11 0:00:00,-1.604,8.154,43.599
51371,1999-07-12 0:00:00,-1.604,8.153,43.596
51372,1999-07-13 0:00:00,-1.604,8.151,43.592
51373,1999-07-14 0:00:00,-1.604,8.15,43.589
